,course_level,course_rating,course_title,course_type,link,skills
1616,beginner,4.8,electric industry operations and markets,[],httpswwwcourseraorglearnelectricity,electric industry operations and markets
1617,beginner,4.8,leading healthcare quality and safety,[],httpswwwcourseraorglearnqualityhealthcare,leading healthcare quality and safety
1618,beginner,4.8,introduction to solar cells,[],httpswwwcourseraorglearnsolarcells,solar systems solar energy solar technology solar cell manufacturing
1619,intermediate,4.8,разработка вебсервисов на golang часть 2,[],httpswwwcourseraorglearngolangwebservices2,разработка вебсервисов на golang часть 2
1620,beginner,4.8,inferential statistics,[],httpswwwcourseraorglearninferentialstatisticsintro,statistical inference statistical hypothesis testing r programming
1621,beginner,4.7,curanderismo traditional healing using plants,[],httpswwwcourseraorglearncuranderismoplants,curanderismo traditional healing using plants
1622,intermediate,4.8,hybrid cloud infrastructure foundations with anthos,[],httpswwwcourseraorglearnhybridcloudinfrastructurefoundationsanthos,hybrid cloud infrastructure foundations with anthos
1623,mixed,4.8,big history connecting knowledge,[],httpswwwcourseraorglearnbighistory,big history connecting knowledge
1624,intermediate,5,formulación y evaluación de proyectos complejos,[],httpswwwcourseraorglearnformulacionevaluacionproyectosingenieria,habilidades financieras y contables gestiã³n estratãgica pensamiento crãxadtico lã³gica de negocio
1625,beginner,4.7,introduction to chemistry structures and solutions,[],httpswwwcourseraorglearnbasicchemistry,introduction to chemistry structures and solutions
1626,beginner,4.8,electric industry operations and markets,[],httpswwwcourseraorglearnelectricity,electric industry operations and markets
1627,beginner,4.8,leading healthcare quality and safety,[],httpswwwcourseraorglearnqualityhealthcare,leading healthcare quality and safety
1628,beginner,4.8,introduction to solar cells,[],httpswwwcourseraorglearnsolarcells,solar systems solar energy solar technology solar cell manufacturing
1629,intermediate,4.8,разработка вебсервисов на golang часть 2,[],httpswwwcourseraorglearngolangwebservices2,разработка вебсервисов на golang часть 2
1630,beginner,4.8,inferential statistics,[],httpswwwcourseraorglearninferentialstatisticsintro,statistical inference statistical hypothesis testing r programming
1631,beginner,4.7,curanderismo traditional healing using plants,[],httpswwwcourseraorglearncuranderismoplants,curanderismo traditional healing using plants
1632,intermediate,4.8,hybrid cloud infrastructure foundations with anthos,[],httpswwwcourseraorglearnhybridcloudinfrastructurefoundationsanthos,hybrid cloud infrastructure foundations with anthos
1633,mixed,4.8,big history connecting knowledge,[],httpswwwcourseraorglearnbighistory,big history connecting knowledge
1634,intermediate,5,formulación y evaluación de proyectos complejos,[],httpswwwcourseraorglearnformulacionevaluacionproyectosingenieria,habilidades financieras y contables gestiã³n estratãgica pensamiento crãxadtico lã³gica de negocio
1635,beginner,4.7,introduction to chemistry structures and solutions,[],httpswwwcourseraorglearnbasicchemistry,introduction to chemistry structures and solutions
1636,beginner,4.8,electric industry operations and markets,[],httpswwwcourseraorglearnelectricity,electric industry operations and markets
1637,beginner,4.8,leading healthcare quality and safety,[],httpswwwcourseraorglearnqualityhealthcare,leading healthcare quality and safety
1638,beginner,4.8,introduction to solar cells,[],httpswwwcourseraorglearnsolarcells,solar systems solar energy solar technology solar cell manufacturing
1639,intermediate,4.8,разработка вебсервисов на golang часть 2,[],httpswwwcourseraorglearngolangwebservices2,разработка вебсервисов на golang часть 2
1640,beginner,4.8,inferential statistics,[],httpswwwcourseraorglearninferentialstatisticsintro,statistical inference statistical hypothesis testing r programming
1641,beginner,4.7,curanderismo traditional healing using plants,[],httpswwwcourseraorglearncuranderismoplants,curanderismo traditional healing using plants
1642,intermediate,4.8,hybrid cloud infrastructure foundations with anthos,[],httpswwwcourseraorglearnhybridcloudinfrastructurefoundationsanthos,hybrid cloud infrastructure foundations with anthos
1643,mixed,4.8,big history connecting knowledge,[],httpswwwcourseraorglearnbighistory,big history connecting knowledge
1644,intermediate,5,formulación y evaluación de proyectos complejos,[],httpswwwcourseraorglearnformulacionevaluacionproyectosingenieria,habilidades financieras y contables gestiã³n estratãgica pensamiento crãxadtico lã³gica de negocio
1645,beginner,4.7,introduction to chemistry structures and solutions,[],httpswwwcourseraorglearnbasicchemistry,introduction to chemistry structures and solutions
1646,beginner,4.8,electric industry operations and markets,[],httpswwwcourseraorglearnelectricity,electric industry operations and markets
1647,beginner,4.8,leading healthcare quality and safety,[],httpswwwcourseraorglearnqualityhealthcare,leading healthcare quality and safety
1648,beginner,4.8,introduction to solar cells,[],httpswwwcourseraorglearnsolarcells,solar systems solar energy solar technology solar cell manufacturing
1649,intermediate,4.8,разработка вебсервисов на golang часть 2,[],httpswwwcourseraorglearngolangwebservices2,разработка вебсервисов на golang часть 2
1650,beginner,4.8,inferential statistics,[],httpswwwcourseraorglearninferentialstatisticsintro,statistical inference statistical hypothesis testing r programming
1651,beginner,4.7,curanderismo traditional healing using plants,[],httpswwwcourseraorglearncuranderismoplants,curanderismo traditional healing using plants
1652,intermediate,4.8,hybrid cloud infrastructure foundations with anthos,[],httpswwwcourseraorglearnhybridcloudinfrastructurefoundationsanthos,hybrid cloud infrastructure foundations with anthos
1653,mixed,4.8,big history connecting knowledge,[],httpswwwcourseraorglearnbighistory,big history connecting knowledge
1654,intermediate,5,formulación y evaluación de proyectos complejos,[],httpswwwcourseraorglearnformulacionevaluacionproyectosingenieria,habilidades financieras y contables gestiã³n estratãgica pensamiento crãxadtico lã³gica de negocio
1655,beginner,4.7,introduction to chemistry structures and solutions,[],httpswwwcourseraorglearnbasicchemistry,introduction to chemistry structures and solutions
1656,beginner,4.8,electric industry operations and markets,[],httpswwwcourseraorglearnelectricity,electric industry operations and markets
1657,beginner,4.8,leading healthcare quality and safety,[],httpswwwcourseraorglearnqualityhealthcare,leading healthcare quality and safety
1658,beginner,4.8,introduction to solar cells,[],httpswwwcourseraorglearnsolarcells,solar systems solar energy solar technology solar cell manufacturing
1659,intermediate,4.8,разработка вебсервисов на golang часть 2,[],httpswwwcourseraorglearngolangwebservices2,разработка вебсервисов на golang часть 2
1660,beginner,4.8,inferential statistics,[],httpswwwcourseraorglearninferentialstatisticsintro,statistical inference statistical hypothesis testing r programming
1661,beginner,4.7,curanderismo traditional healing using plants,[],httpswwwcourseraorglearncuranderismoplants,curanderismo traditional healing using plants
1662,intermediate,4.8,hybrid cloud infrastructure foundations with anthos,[],httpswwwcourseraorglearnhybridcloudinfrastructurefoundationsanthos,hybrid cloud infrastructure foundations with anthos
1663,mixed,4.8,big history connecting knowledge,[],httpswwwcourseraorglearnbighistory,big history connecting knowledge
1664,intermediate,5,formulación y evaluación de proyectos complejos,[],httpswwwcourseraorglearnformulacionevaluacionproyectosingenieria,habilidades financieras y contables gestiã³n estratãgica pensamiento crãxadtico lã³gica de negocio
1665,beginner,4.7,introduction to chemistry structures and solutions,[],httpswwwcourseraorglearnbasicchemistry,introduction to chemistry structures and solutions
1666,beginner,4.8,electric industry operations and markets,[],httpswwwcourseraorglearnelectricity,electric industry operations and markets
1667,beginner,4.8,leading healthcare quality and safety,[],httpswwwcourseraorglearnqualityhealthcare,leading healthcare quality and safety
1668,beginner,4.8,introduction to solar cells,[],httpswwwcourseraorglearnsolarcells,solar systems solar energy solar technology solar cell manufacturing
1669,intermediate,4.8,разработка вебсервисов на golang часть 2,[],httpswwwcourseraorglearngolangwebservices2,разработка вебсервисов на golang часть 2
1670,beginner,4.8,inferential statistics,[],httpswwwcourseraorglearninferentialstatisticsintro,statistical inference statistical hypothesis testing r programming
1671,beginner,4.7,curanderismo traditional healing using plants,[],httpswwwcourseraorglearncuranderismoplants,curanderismo traditional healing using plants
1672,intermediate,4.8,hybrid cloud infrastructure foundations with anthos,[],httpswwwcourseraorglearnhybridcloudinfrastructurefoundationsanthos,hybrid cloud infrastructure foundations with anthos
1673,mixed,4.8,big history connecting knowledge,[],httpswwwcourseraorglearnbighistory,big history connecting knowledge
1674,intermediate,5,formulación y evaluación de proyectos complejos,[],httpswwwcourseraorglearnformulacionevaluacionproyectosingenieria,habilidades financieras y contables gestiã³n estratãgica pensamiento crãxadtico lã³gica de negocio
1675,beginner,4.7,introduction to chemistry structures and solutions,[],httpswwwcourseraorglearnbasicchemistry,introduction to chemistry structures and solutions
1676,beginner,4.8,electric industry operations and markets,[],httpswwwcourseraorglearnelectricity,electric industry operations and markets
1677,beginner,4.8,leading healthcare quality and safety,[],httpswwwcourseraorglearnqualityhealthcare,leading healthcare quality and safety
1678,beginner,4.8,introduction to solar cells,[],httpswwwcourseraorglearnsolarcells,solar systems solar energy solar technology solar cell manufacturing
1679,intermediate,4.8,разработка вебсервисов на golang часть 2,[],httpswwwcourseraorglearngolangwebservices2,разработка вебсервисов на golang часть 2
1680,beginner,4.8,inferential statistics,[],httpswwwcourseraorglearninferentialstatisticsintro,statistical inference statistical hypothesis testing r programming
1681,beginner,4.7,curanderismo traditional healing using plants,[],httpswwwcourseraorglearncuranderismoplants,curanderismo traditional healing using plants
1682,intermediate,4.8,hybrid cloud infrastructure foundations with anthos,[],httpswwwcourseraorglearnhybridcloudinfrastructurefoundationsanthos,hybrid cloud infrastructure foundations with anthos
1683,mixed,4.8,big history connecting knowledge,[],httpswwwcourseraorglearnbighistory,big history connecting knowledge
1684,intermediate,5,formulación y evaluación de proyectos complejos,[],httpswwwcourseraorglearnformulacionevaluacionproyectosingenieria,habilidades financieras y contables gestiã³n estratãgica pensamiento crãxadtico lã³gica de negocio
1685,beginner,4.7,introduction to chemistry structures and solutions,[],httpswwwcourseraorglearnbasicchemistry,introduction to chemistry structures and solutions
1686,beginner,4.8,electric industry operations and markets,[],httpswwwcourseraorglearnelectricity,electric industry operations and markets
1687,beginner,4.8,leading healthcare quality and safety,[],httpswwwcourseraorglearnqualityhealthcare,leading healthcare quality and safety
1688,beginner,4.8,introduction to solar cells,[],httpswwwcourseraorglearnsolarcells,solar systems solar energy solar technology solar cell manufacturing
1689,intermediate,4.8,разработка вебсервисов на golang часть 2,[],httpswwwcourseraorglearngolangwebservices2,разработка вебсервисов на golang часть 2
1690,beginner,4.8,inferential statistics,[],httpswwwcourseraorglearninferentialstatisticsintro,statistical inference statistical hypothesis testing r programming
1691,beginner,4.7,curanderismo traditional healing using plants,[],httpswwwcourseraorglearncuranderismoplants,curanderismo traditional healing using plants
1692,intermediate,4.8,hybrid cloud infrastructure foundations with anthos,[],httpswwwcourseraorglearnhybridcloudinfrastructurefoundationsanthos,hybrid cloud infrastructure foundations with anthos
1693,mixed,4.8,big history connecting knowledge,[],httpswwwcourseraorglearnbighistory,big history connecting knowledge
1694,intermediate,5,formulación y evaluación de proyectos complejos,[],httpswwwcourseraorglearnformulacionevaluacionproyectosingenieria,habilidades financieras y contables gestiã³n estratãgica pensamiento crãxadtico lã³gica de negocio
1695,beginner,4.7,introduction to chemistry structures and solutions,[],httpswwwcourseraorglearnbasicchemistry,introduction to chemistry structures and solutions
1696,beginner,4.8,electric industry operations and markets,[],httpswwwcourseraorglearnelectricity,electric industry operations and markets
1697,beginner,4.8,leading healthcare quality and safety,[],httpswwwcourseraorglearnqualityhealthcare,leading healthcare quality and safety
1698,beginner,4.8,introduction to solar cells,[],httpswwwcourseraorglearnsolarcells,solar systems solar energy solar technology solar cell manufacturing
1699,intermediate,4.8,разработка вебсервисов на golang часть 2,[],httpswwwcourseraorglearngolangwebservices2,разработка вебсервисов на golang часть 2
1700,beginner,4.8,inferential statistics,[],httpswwwcourseraorglearninferentialstatisticsintro,statistical inference statistical hypothesis testing r programming
1701,beginner,4.7,curanderismo traditional healing using plants,[],httpswwwcourseraorglearncuranderismoplants,curanderismo traditional healing using plants
1702,intermediate,4.8,hybrid cloud infrastructure foundations with anthos,[],httpswwwcourseraorglearnhybridcloudinfrastructurefoundationsanthos,hybrid cloud infrastructure foundations with anthos
1703,mixed,4.8,big history connecting knowledge,[],httpswwwcourseraorglearnbighistory,big history connecting knowledge
1704,intermediate,5,formulación y evaluación de proyectos complejos,[],httpswwwcourseraorglearnformulacionevaluacionproyectosingenieria,habilidades financieras y contables gestiã³n estratãgica pensamiento crãxadtico lã³gica de negocio
1705,beginner,4.7,introduction to chemistry structures and solutions,[],httpswwwcourseraorglearnbasicchemistry,introduction to chemistry structures and solutions
1706,beginner,4.8,electric industry operations and markets,[],httpswwwcourseraorglearnelectricity,electric industry operations and markets
1707,beginner,4.8,leading healthcare quality and safety,[],httpswwwcourseraorglearnqualityhealthcare,leading healthcare quality and safety
1708,beginner,4.8,introduction to solar cells,[],httpswwwcourseraorglearnsolarcells,solar systems solar energy solar technology solar cell manufacturing
1709,intermediate,4.8,разработка вебсервисов на golang часть 2,[],httpswwwcourseraorglearngolangwebservices2,разработка вебсервисов на golang часть 2
1710,beginner,4.8,inferential statistics,[],httpswwwcourseraorglearninferentialstatisticsintro,statistical inference statistical hypothesis testing r programming
1711,beginner,4.7,curanderismo traditional healing using plants,[],httpswwwcourseraorglearncuranderismoplants,curanderismo traditional healing using plants
1712,intermediate,4.8,hybrid cloud infrastructure foundations with anthos,[],httpswwwcourseraorglearnhybridcloudinfrastructurefoundationsanthos,hybrid cloud infrastructure foundations with anthos
1713,mixed,4.8,big history connecting knowledge,[],httpswwwcourseraorglearnbighistory,big history connecting knowledge
1714,intermediate,5,formulación y evaluación de proyectos complejos,[],httpswwwcourseraorglearnformulacionevaluacionproyectosingenieria,habilidades financieras y contables gestiã³n estratãgica pensamiento crãxadtico lã³gica de negocio
1715,beginner,4.7,introduction to chemistry structures and solutions,[],httpswwwcourseraorglearnbasicchemistry,introduction to chemistry structures and solutions
1716,beginner,4.8,electric industry operations and markets,[],httpswwwcourseraorglearnelectricity,electric industry operations and markets
1717,beginner,4.8,leading healthcare quality and safety,[],httpswwwcourseraorglearnqualityhealthcare,leading healthcare quality and safety
1718,beginner,4.8,introduction to solar cells,[],httpswwwcourseraorglearnsolarcells,solar systems solar energy solar technology solar cell manufacturing
1719,intermediate,4.8,разработка вебсервисов на golang часть 2,[],httpswwwcourseraorglearngolangwebservices2,разработка вебсервисов на golang часть 2
1720,beginner,4.8,inferential statistics,[],httpswwwcourseraorglearninferentialstatisticsintro,statistical inference statistical hypothesis testing r programming
1721,beginner,4.7,curanderismo traditional healing using plants,[],httpswwwcourseraorglearncuranderismoplants,curanderismo traditional healing using plants
1722,intermediate,4.8,hybrid cloud infrastructure foundations with anthos,[],httpswwwcourseraorglearnhybridcloudinfrastructurefoundationsanthos,hybrid cloud infrastructure foundations with anthos
1723,mixed,4.8,big history connecting knowledge,[],httpswwwcourseraorglearnbighistory,big history connecting knowledge
1724,intermediate,5,formulación y evaluación de proyectos complejos,[],httpswwwcourseraorglearnformulacionevaluacionproyectosingenieria,habilidades financieras y contables gestiã³n estratãgica pensamiento crãxadtico lã³gica de negocio
1725,beginner,4.7,introduction to chemistry structures and solutions,[],httpswwwcourseraorglearnbasicchemistry,introduction to chemistry structures and solutions
1726,beginner,4.8,electric industry operations and markets,[],httpswwwcourseraorglearnelectricity,electric industry operations and markets
1727,beginner,4.8,leading healthcare quality and safety,[],httpswwwcourseraorglearnqualityhealthcare,leading healthcare quality and safety
1728,beginner,4.8,introduction to solar cells,[],httpswwwcourseraorglearnsolarcells,solar systems solar energy solar technology solar cell manufacturing
1729,intermediate,4.8,разработка вебсервисов на golang часть 2,[],httpswwwcourseraorglearngolangwebservices2,разработка вебсервисов на golang часть 2
1730,beginner,4.8,inferential statistics,[],httpswwwcourseraorglearninferentialstatisticsintro,statistical inference statistical hypothesis testing r programming
1731,beginner,4.7,curanderismo traditional healing using plants,[],httpswwwcourseraorglearncuranderismoplants,curanderismo traditional healing using plants
1732,intermediate,4.8,hybrid cloud infrastructure foundations with anthos,[],httpswwwcourseraorglearnhybridcloudinfrastructurefoundationsanthos,hybrid cloud infrastructure foundations with anthos
1733,mixed,4.8,big history connecting knowledge,[],httpswwwcourseraorglearnbighistory,big history connecting knowledge
1734,intermediate,5,formulación y evaluación de proyectos complejos,[],httpswwwcourseraorglearnformulacionevaluacionproyectosingenieria,habilidades financieras y contables gestiã³n estratãgica pensamiento crãxadtico lã³gica de negocio
1735,beginner,4.7,introduction to chemistry structures and solutions,[],httpswwwcourseraorglearnbasicchemistry,introduction to chemistry structures and solutions
1736,beginner,4.8,electric industry operations and markets,[],httpswwwcourseraorglearnelectricity,electric industry operations and markets
1737,beginner,4.8,leading healthcare quality and safety,[],httpswwwcourseraorglearnqualityhealthcare,leading healthcare quality and safety
1738,beginner,4.8,introduction to solar cells,[],httpswwwcourseraorglearnsolarcells,solar systems solar energy solar technology solar cell manufacturing
1739,intermediate,4.8,разработка вебсервисов на golang часть 2,[],httpswwwcourseraorglearngolangwebservices2,разработка вебсервисов на golang часть 2
1740,beginner,4.8,inferential statistics,[],httpswwwcourseraorglearninferentialstatisticsintro,statistical inference statistical hypothesis testing r programming
1741,beginner,4.7,curanderismo traditional healing using plants,[],httpswwwcourseraorglearncuranderismoplants,curanderismo traditional healing using plants
1742,intermediate,4.8,hybrid cloud infrastructure foundations with anthos,[],httpswwwcourseraorglearnhybridcloudinfrastructurefoundationsanthos,hybrid cloud infrastructure foundations with anthos
1743,mixed,4.8,big history connecting knowledge,[],httpswwwcourseraorglearnbighistory,big history connecting knowledge
1744,intermediate,5,formulación y evaluación de proyectos complejos,[],httpswwwcourseraorglearnformulacionevaluacionproyectosingenieria,habilidades financieras y contables gestiã³n estratãgica pensamiento crãxadtico lã³gica de negocio
1745,beginner,4.7,introduction to chemistry structures and solutions,[],httpswwwcourseraorglearnbasicchemistry,introduction to chemistry structures and solutions
1746,beginner,4.8,electric industry operations and markets,[],httpswwwcourseraorglearnelectricity,electric industry operations and markets
1747,beginner,4.8,leading healthcare quality and safety,[],httpswwwcourseraorglearnqualityhealthcare,leading healthcare quality and safety
1748,beginner,4.8,introduction to solar cells,[],httpswwwcourseraorglearnsolarcells,solar systems solar energy solar technology solar cell manufacturing
1749,intermediate,4.8,разработка вебсервисов на golang часть 2,[],httpswwwcourseraorglearngolangwebservices2,разработка вебсервисов на golang часть 2
1750,beginner,4.8,inferential statistics,[],httpswwwcourseraorglearninferentialstatisticsintro,statistical inference statistical hypothesis testing r programming
1751,beginner,4.7,curanderismo traditional healing using plants,[],httpswwwcourseraorglearncuranderismoplants,curanderismo traditional healing using plants
1752,intermediate,4.8,hybrid cloud infrastructure foundations with anthos,[],httpswwwcourseraorglearnhybridcloudinfrastructurefoundationsanthos,hybrid cloud infrastructure foundations with anthos
1753,mixed,4.8,big history connecting knowledge,[],httpswwwcourseraorglearnbighistory,big history connecting knowledge
1754,intermediate,5,formulación y evaluación de proyectos complejos,[],httpswwwcourseraorglearnformulacionevaluacionproyectosingenieria,habilidades financieras y contables gestiã³n estratãgica pensamiento crãxadtico lã³gica de negocio
1755,beginner,4.7,introduction to chemistry structures and solutions,[],httpswwwcourseraorglearnbasicchemistry,introduction to chemistry structures and solutions
1756,beginner,4.8,electric industry operations and markets,[],httpswwwcourseraorglearnelectricity,electric industry operations and markets
1757,beginner,4.8,leading healthcare quality and safety,[],httpswwwcourseraorglearnqualityhealthcare,leading healthcare quality and safety
1758,beginner,4.8,introduction to solar cells,[],httpswwwcourseraorglearnsolarcells,solar systems solar energy solar technology solar cell manufacturing
1759,intermediate,4.8,разработка вебсервисов на golang часть 2,[],httpswwwcourseraorglearngolangwebservices2,разработка вебсервисов на golang часть 2
1760,beginner,4.8,inferential statistics,[],httpswwwcourseraorglearninferentialstatisticsintro,statistical inference statistical hypothesis testing r programming
1761,beginner,4.7,curanderismo traditional healing using plants,[],httpswwwcourseraorglearncuranderismoplants,curanderismo traditional healing using plants
1762,intermediate,4.8,hybrid cloud infrastructure foundations with anthos,[],httpswwwcourseraorglearnhybridcloudinfrastructurefoundationsanthos,hybrid cloud infrastructure foundations with anthos
1763,mixed,4.8,big history connecting knowledge,[],httpswwwcourseraorglearnbighistory,big history connecting knowledge
1764,intermediate,5,formulación y evaluación de proyectos complejos,[],httpswwwcourseraorglearnformulacionevaluacionproyectosingenieria,habilidades financieras y contables gestiã³n estratãgica pensamiento crãxadtico lã³gica de negocio
1765,beginner,4.7,introduction to chemistry structures and solutions,[],httpswwwcourseraorglearnbasicchemistry,introduction to chemistry structures and solutions
1766,beginner,4.8,electric industry operations and markets,[],httpswwwcourseraorglearnelectricity,electric industry operations and markets
1767,beginner,4.8,leading healthcare quality and safety,[],httpswwwcourseraorglearnqualityhealthcare,leading healthcare quality and safety
1768,beginner,4.8,introduction to solar cells,[],httpswwwcourseraorglearnsolarcells,solar systems solar energy solar technology solar cell manufacturing
1769,intermediate,4.8,разработка вебсервисов на golang часть 2,[],httpswwwcourseraorglearngolangwebservices2,разработка вебсервисов на golang часть 2
1770,beginner,4.8,inferential statistics,[],httpswwwcourseraorglearninferentialstatisticsintro,statistical inference statistical hypothesis testing r programming
1771,beginner,4.7,curanderismo traditional healing using plants,[],httpswwwcourseraorglearncuranderismoplants,curanderismo traditional healing using plants
1772,intermediate,4.8,hybrid cloud infrastructure foundations with anthos,[],httpswwwcourseraorglearnhybridcloudinfrastructurefoundationsanthos,hybrid cloud infrastructure foundations with anthos
1773,mixed,4.8,big history connecting knowledge,[],httpswwwcourseraorglearnbighistory,big history connecting knowledge
1774,intermediate,5,formulación y evaluación de proyectos complejos,[],httpswwwcourseraorglearnformulacionevaluacionproyectosingenieria,habilidades financieras y contables gestiã³n estratãgica pensamiento crãxadtico lã³gica de negocio
1775,beginner,4.7,introduction to chemistry structures and solutions,[],httpswwwcourseraorglearnbasicchemistry,introduction to chemistry structures and solutions
1776,beginner,4.8,electric industry operations and markets,[],httpswwwcourseraorglearnelectricity,electric industry operations and markets
1777,beginner,4.8,leading healthcare quality and safety,[],httpswwwcourseraorglearnqualityhealthcare,leading healthcare quality and safety
1778,beginner,4.8,introduction to solar cells,[],httpswwwcourseraorglearnsolarcells,solar systems solar energy solar technology solar cell manufacturing
1779,intermediate,4.8,разработка вебсервисов на golang часть 2,[],httpswwwcourseraorglearngolangwebservices2,разработка вебсервисов на golang часть 2
1780,beginner,4.8,inferential statistics,[],httpswwwcourseraorglearninferentialstatisticsintro,statistical inference statistical hypothesis testing r programming
1781,beginner,4.7,curanderismo traditional healing using plants,[],httpswwwcourseraorglearncuranderismoplants,curanderismo traditional healing using plants
1782,intermediate,4.8,hybrid cloud infrastructure foundations with anthos,[],httpswwwcourseraorglearnhybridcloudinfrastructurefoundationsanthos,hybrid cloud infrastructure foundations with anthos
1783,mixed,4.8,big history connecting knowledge,[],httpswwwcourseraorglearnbighistory,big history connecting knowledge
1784,intermediate,5,formulación y evaluación de proyectos complejos,[],httpswwwcourseraorglearnformulacionevaluacionproyectosingenieria,habilidades financieras y contables gestiã³n estratãgica pensamiento crãxadtico lã³gica de negocio
1785,beginner,4.7,introduction to chemistry structures and solutions,[],httpswwwcourseraorglearnbasicchemistry,introduction to chemistry structures and solutions
1786,beginner,4.8,electric industry operations and markets,[],httpswwwcourseraorglearnelectricity,electric industry operations and markets
1787,beginner,4.8,leading healthcare quality and safety,[],httpswwwcourseraorglearnqualityhealthcare,leading healthcare quality and safety
1788,beginner,4.8,introduction to solar cells,[],httpswwwcourseraorglearnsolarcells,solar systems solar energy solar technology solar cell manufacturing
1789,intermediate,4.8,разработка вебсервисов на golang часть 2,[],httpswwwcourseraorglearngolangwebservices2,разработка вебсервисов на golang часть 2
1790,beginner,4.8,inferential statistics,[],httpswwwcourseraorglearninferentialstatisticsintro,statistical inference statistical hypothesis testing r programming
1791,beginner,4.7,curanderismo traditional healing using plants,[],httpswwwcourseraorglearncuranderismoplants,curanderismo traditional healing using plants
1792,intermediate,4.8,hybrid cloud infrastructure foundations with anthos,[],httpswwwcourseraorglearnhybridcloudinfrastructurefoundationsanthos,hybrid cloud infrastructure foundations with anthos
1793,mixed,4.8,big history connecting knowledge,[],httpswwwcourseraorglearnbighistory,big history connecting knowledge
1794,intermediate,5,formulación y evaluación de proyectos complejos,[],httpswwwcourseraorglearnformulacionevaluacionproyectosingenieria,habilidades financieras y contables gestiã³n estratãgica pensamiento crãxadtico lã³gica de negocio
1795,beginner,4.7,introduction to chemistry structures and solutions,[],httpswwwcourseraorglearnbasicchemistry,introduction to chemistry structures and solutions
1796,beginner,4.8,electric industry operations and markets,[],httpswwwcourseraorglearnelectricity,electric industry operations and markets
1797,beginner,4.8,leading healthcare quality and safety,[],httpswwwcourseraorglearnqualityhealthcare,leading healthcare quality and safety
1798,beginner,4.8,introduction to solar cells,[],httpswwwcourseraorglearnsolarcells,solar systems solar energy solar technology solar cell manufacturing
1799,intermediate,4.8,разработка вебсервисов на golang часть 2,[],httpswwwcourseraorglearngolangwebservices2,разработка вебсервисов на golang часть 2
1800,beginner,4.8,inferential statistics,[],httpswwwcourseraorglearninferentialstatisticsintro,statistical inference statistical hypothesis testing r programming
1801,beginner,4.7,curanderismo traditional healing using plants,[],httpswwwcourseraorglearncuranderismoplants,curanderismo traditional healing using plants
1802,intermediate,4.8,hybrid cloud infrastructure foundations with anthos,[],httpswwwcourseraorglearnhybridcloudinfrastructurefoundationsanthos,hybrid cloud infrastructure foundations with anthos
1803,mixed,4.8,big history connecting knowledge,[],httpswwwcourseraorglearnbighistory,big history connecting knowledge
1804,intermediate,5,formulación y evaluación de proyectos complejos,[],httpswwwcourseraorglearnformulacionevaluacionproyectosingenieria,habilidades financieras y contables gestiã³n estratãgica pensamiento crãxadtico lã³gica de negocio
1805,beginner,4.7,introduction to chemistry structures and solutions,[],httpswwwcourseraorglearnbasicchemistry,introduction to chemistry structures and solutions
1806,beginner,4.8,electric industry operations and markets,[],httpswwwcourseraorglearnelectricity,electric industry operations and markets
1807,beginner,4.8,leading healthcare quality and safety,[],httpswwwcourseraorglearnqualityhealthcare,leading healthcare quality and safety
1808,beginner,4.8,introduction to solar cells,[],httpswwwcourseraorglearnsolarcells,solar systems solar energy solar technology solar cell manufacturing
1809,intermediate,4.8,разработка вебсервисов на golang часть 2,[],httpswwwcourseraorglearngolangwebservices2,разработка вебсервисов на golang часть 2
1810,beginner,4.8,inferential statistics,[],httpswwwcourseraorglearninferentialstatisticsintro,statistical inference statistical hypothesis testing r programming
1811,beginner,4.7,curanderismo traditional healing using plants,[],httpswwwcourseraorglearncuranderismoplants,curanderismo traditional healing using plants
1812,intermediate,4.8,hybrid cloud infrastructure foundations with anthos,[],httpswwwcourseraorglearnhybridcloudinfrastructurefoundationsanthos,hybrid cloud infrastructure foundations with anthos
1813,mixed,4.8,big history connecting knowledge,[],httpswwwcourseraorglearnbighistory,big history connecting knowledge
1814,intermediate,5,formulación y evaluación de proyectos complejos,[],httpswwwcourseraorglearnformulacionevaluacionproyectosingenieria,habilidades financieras y contables gestiã³n estratãgica pensamiento crãxadtico lã³gica de negocio
1815,beginner,4.7,introduction to chemistry structures and solutions,[],httpswwwcourseraorglearnbasicchemistry,introduction to chemistry structures and solutions
1816,beginner,4.8,electric industry operations and markets,[],httpswwwcourseraorglearnelectricity,electric industry operations and markets
1817,beginner,4.8,leading healthcare quality and safety,[],httpswwwcourseraorglearnqualityhealthcare,leading healthcare quality and safety
1818,beginner,4.8,introduction to solar cells,[],httpswwwcourseraorglearnsolarcells,solar systems solar energy solar technology solar cell manufacturing
1819,intermediate,4.8,разработка вебсервисов на golang часть 2,[],httpswwwcourseraorglearngolangwebservices2,разработка вебсервисов на golang часть 2
1820,beginner,4.8,inferential statistics,[],httpswwwcourseraorglearninferentialstatisticsintro,statistical inference statistical hypothesis testing r programming
1821,beginner,4.7,curanderismo traditional healing using plants,[],httpswwwcourseraorglearncuranderismoplants,curanderismo traditional healing using plants
1822,intermediate,4.8,hybrid cloud infrastructure foundations with anthos,[],httpswwwcourseraorglearnhybridcloudinfrastructurefoundationsanthos,hybrid cloud infrastructure foundations with anthos
1823,mixed,4.8,big history connecting knowledge,[],httpswwwcourseraorglearnbighistory,big history connecting knowledge
